year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type
2022,Tesla,Model,4800.0,SUV,Automatic,4X4,gray,black,7,4,electric,86495,0.0,8.7,0.0,0.0,Electric
2016,Tesla,Model,42079.0,Wagon,Automatic,4X4,blue,black,6,4,electric,86980,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,16430.0,Sedan,Automatic,RWD,white,black,5,4,electric,54995,0.0,8.7,0.0,0.0,Electric
2018,Tesla,Model,79002.0,SUV,Automatic,4X4,red,black,5,4,electric,87487,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,249.0,SUV,Automatic,4X4,white,white,5,4,electric,89000,0.0,8.7,0.0,0.0,Electric
2018,Tesla,Model,125400.0,SUV,Automatic,4X4,white,black,5,4,electric,89999,0.0,8.7,0.0,0.0,Electric
2019,Tesla,Model,32080.0,SUV,Automatic,4X4,white,white,5,4,electric,95999,0.0,8.7,0.0,0.0,Electric
2020,Tesla,Model,41235.0,Sedan,Automatic,4X4,gray,beige,5,4,electric,99995,0.0,8.7,0.0,0.0,Electric
2020,Tesla,Model,156490.0,SUV,Automatic,4X4,black,black,6,4,electric,99999,0.0,8.7,0.0,0.0,Electric
2017,Tesla,Model,77000.0,SUV,Automatic,4X4,black,black,6,4,electric,104995,0.0,8.7,0.0,0.0,Electric
2018,Tesla,Model,75924.0,SUV,Automatic,4X4,gray,black,6,4,electric,105999,0.0,8.7,0.0,0.0,Electric
2020,Tesla,Model,75443.0,SUV,Automatic,4X4,white,beige,6,4,electric,106999,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,90.0,SUV,Automatic,4X4,white,black,5,4,electric,64990,0.0,8.7,2.4,0.0,Electric
2019,Tesla,Model,43871.0,SUV,Automatic,4X4,black,brown,5,4,electric,107888,0.0,8.7,0.0,0.0,Electric
2019,Tesla,Model,82562.0,SUV,Automatic,4X4,black,white,7,4,electric,109999,0.0,8.7,0.0,0.0,Electric
2018,Tesla,Model,56770.0,SUV,Automatic,4X4,white,black,6,4,electric,109999,0.0,8.7,0.0,0.0,Electric
2020,Tesla,Model,38195.0,SUV,Automatic,4X4,white,beige,6,4,electric,119999,0.0,8.7,0.0,0.0,Electric
2020,Tesla,Model,8000.0,SUV,Automatic,4X4,red,black,6,4,electric,129995,0.0,8.7,0.0,0.0,Electric
2020,Tesla,Model,48900.0,SUV,Automatic,4X4,black,gray,7,4,electric,129999,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,15672.0,Hatchback,Automatic,4X4,black,white,5,4,electric,131999,0.0,8.7,0.0,0.0,Electric
2021,Tesla,Model,13086.0,Hatchback,Automatic,4X4,blue,black,5,4,electric,135999,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,5686.0,Sedan,Automatic,4X4,white,white,5,4,electric,144880,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,15005.0,Sedan,Automatic,RWD,black,black,5,4,electric,49998,0.0,8.7,0.0,0.0,Electric
2021,Tesla,Model,18914.0,Hatchback,Automatic,4X4,white,beige,5,4,electric,148999,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,2340.0,SUV,Automatic,4X4,gray,black,7,4,electric,151999,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,3767.0,SUV,Automatic,4X4,white,black,5,4,electric,152500,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,1287.0,SUV,Automatic,4X4,black,white,6,4,electric,155500,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,16361.0,Hatchback,Automatic,4X4,white,black,5,4,electric,159999,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,4650.0,SUV,CVT,4X4,white,white,6,4,electric,169995,0.0,8.7,2.4,0.0,Electric
2018,Tesla,Model,106870.0,Sedan,Automatic,RWD,gray,black,5,4,electric,43988,0.0,8.7,0.0,0.0,Electric
2021,Tesla,Model,38845.0,SUV,Automatic,4X4,gray,black,5,4,electric,72800,0.0,8.7,0.0,0.0,Electric
2016,Tesla,Model,76584.0,SUV,Automatic,4X4,black,black,5,4,electric,77800,0.0,8.7,0.0,0.0,Electric
2016,Tesla,Model,71400.0,SUV,Automatic,4X4,silver,beige,6,4,electric,81777,0.0,8.7,0.0,0.0,Electric
2016,Tesla,Model,46500.0,SUV,Automatic,4X4,red,black,7,4,electric,89777,0.0,8.7,0.0,0.0,Electric
2019,Tesla,Model,74358.0,SUV,Automatic,4X4,black,black,5,4,electric,79000,0.0,8.7,2.4,0.0,Electric
2018,Tesla,Model,46000.0,Sedan,Automatic,4X4,black,black,5,4,electric,89000,0.0,8.7,2.4,0.0,Electric
2018,Tesla,Model,136317.0,Sedan,Automatic,4X4,white,beige,5,4,electric,79897,0.0,8.7,0.0,0.0,Electric
2016,Tesla,Model,42079.0,Wagon,Automatic,4X4,blue,black,6,4,electric,86980,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,4780.0,SUV,Automatic,4X4,white,white,6,4,electric,201999,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,1852.0,SUV,Automatic,4X4,white,black,6,4,electric,209999,0.0,8.7,0.0,0.0,Electric
2021,Tesla,Model,37730.0,Sedan,Automatic,RWD,other,black,5,4,electric,29990,0.0,8.7,0.0,0.0,Electric
2014,Tesla,Model,100000.0,Sedan,Automatic,RWD,white,black,5,4,electric,39888,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,157.0,SUV,Automatic,4X4,black,black,5,4,electric,81990,0.0,8.7,0.0,0.0,Electric
2019,Tesla,Model,69251.0,Sedan,Automatic,RWD,gray,black,5,4,electric,39995,0.0,8.7,0.0,0.0,Electric
2015,Tesla,Model,118000.0,Sedan,Automatic,4X4,other,black,5,4,electric,40000,0.0,8.7,2.4,0.0,Electric
2019,Tesla,Model,97100.0,Sedan,Automatic,RWD,red,black,5,4,electric,41500,0.0,8.7,2.4,0.0,Electric
2019,Tesla,Model,49832.0,Sedan,Automatic,RWD,red,black,5,4,electric,42900,0.0,8.7,0.0,0.0,Electric
2019,Tesla,Model,69000.0,Sedan,Automatic,RWD,black,black,5,4,electric,42999,0.0,8.7,2.4,0.0,Electric
2020,Tesla,Model,71067.0,Sedan,Automatic,RWD,white,black,5,4,electric,43777,0.0,8.7,2.4,0.0,Electric
2013,Tesla,Model,97629.0,Sedan,Automatic,RWD,blue,beige,5,4,electric,44900,0.0,8.7,2.4,0.0,Electric
2020,Tesla,Model,54812.0,Sedan,Automatic,RWD,black,black,5,4,gasoline,45000,10.8,8.7,2.4,4.0,Inline
2020,Tesla,Model,48000.0,Sedan,Automatic,4X4,red,black,5,4,electric,45995,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,10.0,SUV,Automatic,4X4,white,black,5,4,electric,149400,0.0,8.7,0.0,0.0,Electric
2019,Tesla,Model,78000.0,Sedan,Automatic,RWD,white,black,5,4,electric,46999,0.0,8.7,2.4,0.0,Electric
2015,Tesla,Model,130000.0,Sedan,Automatic,4X4,white,black,5,4,electric,47995,0.0,8.7,0.0,0.0,Electric
2019,Tesla,Model,59000.0,Sedan,Automatic,RWD,silver,black,5,4,electric,48000,0.0,8.7,2.4,0.0,Electric
2019,Tesla,Model,74500.0,Sedan,Automatic,RWD,gray,black,5,4,electric,49500,0.0,8.7,2.4,0.0,Electric
2021,Tesla,Model,35567.0,Sedan,Automatic,RWD,white,black,5,4,electric,49900,0.0,8.7,2.4,0.0,Electric
2018,Tesla,Model,69000.0,Sedan,Automatic,RWD,black,black,5,4,electric,49980,0.0,8.7,2.4,0.0,Electric
2016,Tesla,Model,150248.0,Sedan,Automatic,4X4,black,black,5,4,electric,49990,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,25125.0,Sedan,Automatic,RWD,blue,black,5,4,electric,49995,0.0,8.7,0.0,0.0,Electric
2021,Tesla,Model,22950.0,Sedan,Automatic,RWD,white,white,5,4,electric,49995,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,90.0,Sedan,Automatic,4X4,white,black,5,4,electric,64990,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,33000.0,Sedan,Automatic,RWD,black,black,5,4,electric,50000,0.0,8.7,2.4,0.0,Electric
2019,Tesla,Model,52790.0,Sedan,Automatic,RWD,black,black,5,4,electric,50999,0.0,8.7,0.0,0.0,Electric
2018,Tesla,Model,44600.0,Sedan,Automatic,RWD,red,black,5,4,electric,51900,0.0,8.7,2.4,0.0,Electric
2021,Tesla,Model,52000.0,Sedan,Automatic,RWD,red,black,5,4,electric,52500,0.0,8.7,2.4,0.0,Electric
2018,Tesla,Model,71000.0,Sedan,Automatic,RWD,white,black,5,4,electric,53850,0.0,8.7,0.0,0.0,Electric
2019,Tesla,Model,53600.0,Sedan,Automatic,4X4,black,black,5,4,electric,54450,0.0,8.7,2.4,0.0,Electric
2013,Tesla,Model,178000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,55000,10.8,8.7,2.4,4.0,Inline
2017,Tesla,Model,212896.0,SUV,Automatic,FWD,white,black,5,4,electric,55555,0.0,8.7,2.4,0.0,Electric
2020,Tesla,Model,47060.0,Sedan,Automatic,4X4,red,black,5,4,electric,58600,0.0,8.7,2.4,0.0,Electric
2021,Tesla,Model,73865.0,SUV,Automatic,4X4,white,black,5,4,electric,65700,0.0,8.7,0.0,0.0,Electric
2017,Tesla,Model,86815.0,Sedan,Automatic,4X4,other,black,5,4,electric,58999,0.0,8.7,0.0,0.0,Electric
2018,Tesla,Model,70155.0,Sedan,Automatic,4X4,blue,beige,5,4,electric,58999,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,3600.0,Sedan,Automatic,RWD,black,black,5,4,electric,59995,0.0,8.7,2.4,0.0,Electric
2016,Tesla,Model,154572.0,SUV,Automatic,4X4,blue,black,6,4,electric,59999,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,4844.0,Sedan,Automatic,RWD,black,black,5,4,electric,59999,0.0,8.7,2.4,0.0,Electric
2020,Tesla,Model,73860.0,SUV,Automatic,4X4,white,black,5,4,electric,59999,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,13369.0,Sedan,Automatic,RWD,white,black,5,4,electric,60000,0.0,8.7,2.4,0.0,Electric
2020,Tesla,Model,510000.0,Sedan,Automatic,4X4,black,black,5,4,electric,60000,0.0,8.7,2.4,0.0,Electric
2021,Tesla,Model,60000.0,Sedan,Automatic,RWD,black,black,5,4,electric,60000,0.0,8.7,2.4,0.0,Electric
2021,Tesla,Model,27928.0,Sedan,Automatic,4X4,white,black,5,4,electric,58995,0.0,8.7,2.4,0.0,Electric
2019,Tesla,Model,77500.0,Sedan,Automatic,4X4,black,black,5,4,electric,60000,0.0,8.7,2.4,0.0,Electric
2018,Tesla,Model,54000.0,Sedan,Automatic,4X4,gray,black,5,4,electric,60500,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,8900.0,Sedan,Automatic,4X4,white,black,5,4,electric,61000,0.0,8.7,2.4,0.0,Electric
2021,Tesla,Model,80000.0,Sedan,Automatic,4X4,white,black,5,4,electric,63000,0.0,8.7,2.4,0.0,Electric
2021,Tesla,Model,39000.0,Sedan,Automatic,RWD,red,black,5,4,electric,64000,0.0,8.7,2.4,0.0,Electric
2017,Tesla,Model,100937.0,Hatchback,Automatic,4X4,blue,black,5,4,electric,64995,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,18243.0,Sedan,Automatic,FWD,white,black,5,4,electric,64999,0.0,8.7,2.4,0.0,Electric
2020,Tesla,Model,79000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,65000,10.8,8.7,2.4,4.0,Inline
2023,Tesla,Model,2014.0,Sedan,Automatic,RWD,silver,black,5,4,electric,65000,0.0,8.7,2.4,0.0,Electric
2019,Tesla,Model,107082.0,Sedan,Automatic,RWD,silver,black,5,4,electric,43595,0.0,8.7,0.0,0.0,Electric
2021,Tesla,Model,25900.0,SUV,Automatic,4X4,gray,black,5,4,electric,65300,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,28500.0,Sedan,Automatic,4X4,black,black,5,4,electric,66500,0.0,8.7,2.4,0.0,Electric
2021,Tesla,Model,45000.0,Sedan,Automatic,4X4,white,black,5,4,electric,68000,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,20395.0,Sedan,Automatic,4X4,white,white,5,4,electric,68999,0.0,8.7,0.0,0.0,Electric
2021,Tesla,Model,11649.0,Sedan,Automatic,RWD,gray,black,5,4,electric,69888,0.0,8.7,0.0,0.0,Electric
2017,Tesla,Model,94500.0,Hatchback,Automatic,4X4,black,white,5,4,electric,69999,0.0,8.7,0.0,0.0,Electric
2016,Tesla,Model,72000.0,SUV,Automatic,4X4,blue,black,6,4,electric,72878,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,99624.0,Sedan,Automatic,4X4,red,black,5,4,electric,72895,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,15500.0,SUV,Automatic,4X4,white,black,5,4,electric,74000,0.0,8.7,2.4,0.0,Electric
2021,Tesla,Model,5025.0,Sedan,Automatic,4X4,white,white,5,4,electric,123700,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,21747.0,SUV,Automatic,4X4,blue,black,5,4,electric,74500,0.0,8.7,2.4,0.0,Electric
2023,Tesla,Model,5000.0,Sedan,Automatic,RWD,white,black,5,4,electric,75000,0.0,8.7,2.4,0.0,Electric
2023,Tesla,Model,2200.0,SUV,Automatic,4X4,white,black,5,4,electric,75000,0.0,8.7,2.4,0.0,Electric
2023,Tesla,Model,161.0,SUV,CVT,4X4,white,black,5,4,electric,75900,0.0,8.7,0.0,0.0,Electric
2017,Tesla,Model,77339.0,SUV,Automatic,4X4,gray,black,5,4,electric,76998,0.0,8.7,2.4,0.0,Electric
2018,Tesla,Model,36475.0,SUV,Automatic,4X4,black,beige,5,4,electric,79535,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,7187.0,SUV,Automatic,4X4,black,black,5,4,electric,79999,0.0,8.7,2.4,0.0,Electric
2017,Tesla,Model,75000.0,SUV,Automatic,4X4,gray,black,5,4,electric,83000,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,19318.0,SUV,Automatic,4X4,red,black,5,4,electric,83999,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,90.0,Sedan,Automatic,4X4,white,black,5,4,electric,64990,0.0,8.7,2.4,0.0,Electric
2018,Tesla,Model,53000.0,Sedan,Automatic,4X4,black,black,5,4,electric,84500,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,21000.0,SUV,Automatic,4X4,white,black,5,4,electric,85000,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,21000.0,SUV,Automatic,4X4,white,black,5,4,electric,86500,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,18600.0,SUV,Automatic,4X4,black,black,5,4,gasoline,87000,10.8,8.7,2.4,4.0,Inline
2020,Tesla,Model,51000.0,Sedan,Automatic,4X4,blue,black,5,4,electric,89000,0.0,8.7,2.4,0.0,Electric
2016,Tesla,Model,115000.0,SUV,Automatic,4X4,silver,black,5,4,electric,98000,0.0,8.7,2.4,0.0,Electric
2017,Tesla,Model,115000.0,SUV,Automatic,4X4,silver,black,5,4,electric,98000,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,25000.0,Sedan,Automatic,4X4,red,black,5,4,electric,98000,0.0,8.7,2.4,0.0,Electric
2021,Tesla,Model,14000.0,Sedan,Automatic,4X4,white,black,5,4,electric,115000,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,14905.0,Sedan,Automatic,4X4,white,white,5,4,electric,154500,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,200.0,Sedan,Automatic,4X4,white,black,5,4,electric,119900,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,8795.0,Sedan,Automatic,4X4,blue,black,5,4,electric,127500,0.0,8.7,2.4,0.0,Electric
2020,Tesla,Model,34800.0,SUV,Automatic,4X4,black,black,5,4,gasoline,129500,10.8,8.7,2.4,4.0,Inline
2022,Tesla,Model,8650.0,Sedan,Automatic,4X4,red,black,5,4,electric,145000,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,13370.0,SUV,Automatic,4X4,white,beige,5,4,electric,149499,0.0,8.7,0.0,0.0,Electric
2021,Tesla,Model,13500.0,Sedan,Automatic,4X4,gray,black,5,4,electric,154995,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,36000.0,SUV,Automatic,4X4,white,black,5,4,electric,155999,0.0,8.7,2.4,0.0,Electric
2023,Tesla,Model,2200.0,SUV,Automatic,4X4,white,black,5,4,electric,159000,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,100.0,SUV,Automatic,4X4,white,black,5,4,electric,164250,0.0,8.7,2.4,0.0,Electric
2016,Tesla,Model,137888.0,Wagon,Automatic,4X4,blue,beige,5,4,electric,67790,0.0,8.7,0.0,0.0,Electric
2022,Tesla,Model,12000.0,Sedan,Automatic,4X4,red,black,5,4,electric,170000,0.0,8.7,2.4,0.0,Electric
2023,Tesla,Model,2099.0,SUV,Automatic,4X4,red,black,5,4,electric,180000,0.0,8.7,2.4,0.0,Electric
2023,Tesla,Model,500.0,SUV,Automatic,4X4,silver,black,5,4,electric,185000,0.0,8.7,2.4,0.0,Electric
2022,Tesla,Model,99.0,SUV,Automatic,4X4,black,black,5,4,gasoline,204900,10.8,8.7,2.4,4.0,Inline
2020,Tesla,Model,18430.0,SUV,Automatic,4X4,blue,beige,6,4,electric,119999,0.0,8.7,0.0,0.0,Electric
2018,Dodge,Grand,128999.0,Van,Automatic,FWD,blue,black,5,4,gasoline,19900,13.7,9.4,3.6,6.0,V-Engine
2017,Dodge,Journey,94189.0,SUV,Automatic,FWD,white,black,5,4,gasoline,16998,12.7,9.2,2.4,4.0,V-Engine
2022,Dodge,Durango,126.0,SUV,Automatic,4X4,black,black,5,4,gasoline,58988,16.7,10.9,5.7,8.0,V-Engine
2021,Dodge,Challenger,2000.0,Coupe,Automatic,RWD,other,black,4,2,gasoline,154777,10.8,8.7,2.4,8.0,Inline
2012,Dodge,Grand,238268.0,Van,Automatic,FWD,black,black,5,4,gasoline,6770,10.8,8.7,2.4,4.0,Inline
2019,Dodge,Grand,109800.0,Van,Automatic,FWD,gray,black,5,4,gasoline,28800,10.8,8.7,2.4,4.0,Inline
2020,Dodge,Challenger,34164.0,Coupe,Automatic,RWD,red,black,5,2,gasoline,41999,12.4,7.8,3.6,6.0,V-Engine
2014,Dodge,Grand,139158.0,Van,Automatic,FWD,red,black,7,4,gasoline,14990,12.2,7.9,2.4,6.0,V-Engine
2021,Dodge,Challenger,84.0,Coupe,Automatic,RWD,white,brown,5,2,gasoline,104995,17.6,10.7,2.4,8.0,Inline
2012,Dodge,Journey,146019.0,SUV,Automatic,FWD,silver,gray,5,4,gasoline,6999,10.8,7.5,2.4,4.0,Inline
2006,Dodge,Ram,163998.0,Truck,Automatic,4X4,gray,gray,5,4,gasoline,8999,16.6,11.3,2.4,8.0,Inline
2015,Dodge,Journey,169000.0,SUV,Automatic,FWD,black,black,5,4,gasoline,9990,12.7,9.1,2.4,4.0,Other
2015,Dodge,Journey,165000.0,SUV,Automatic,4X4,metallic,black,7,4,gasoline,13990,14.5,9.9,3.6,4.0,Other
2021,Dodge,Durango,36080.0,SUV,Automatic,4X4,metallic,black,5,2,gasoline,52999,16.7,10.9,5.7,8.0,Inline
2015,Dodge,Grand,100567.0,Van,Automatic,FWD,metallic,black,7,4,gasoline,15590,10.8,8.7,2.4,6.0,V-Engine
2015,Dodge,Grand,102303.0,Van,Automatic,4X4,metallic,black,5,4,gasoline,15995,13.7,9.4,2.4,6.0,V-Engine
2016,Dodge,Grand,152292.0,Van,Automatic,FWD,black,black,7,4,gasoline,16490,13.7,9.4,2.4,6.0,V-Engine
2017,Dodge,Journey,94189.0,SUV,Automatic,FWD,white,black,5,4,gasoline,16998,12.7,9.2,2.4,4.0,V-Engine
2016,Dodge,Grand,152866.0,Van,Automatic,FWD,black,black,7,4,gasoline,17888,13.7,9.4,3.6,4.0,Other
2017,Dodge,Grand,114627.0,Van,Automatic,FWD,white,black,5,4,gasoline,18888,13.7,9.4,3.6,6.0,V-Engine
2018,Dodge,Grand,128999.0,Van,Automatic,FWD,blue,black,5,4,gasoline,19900,13.7,9.4,3.6,6.0,V-Engine
2017,Dodge,Grand,95390.0,Van,Automatic,FWD,metallic,black,5,4,gasoline,20995,13.7,9.4,3.6,6.0,V-Engine
2016,Dodge,Challenger,148828.0,Coupe,Automatic,RWD,blue,black,5,2,gasoline,20998,12.4,7.8,3.6,4.0,Other
2019,Dodge,Challenger,25522.0,Coupe,Automatic,RWD,green,brown,5,4,gasoline,109998,17.6,10.7,2.4,8.0,V-Engine
2018,Dodge,Journey,117610.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,22888,14.5,10.0,2.4,6.0,V-Engine
2019,Dodge,Grand,88242.0,Van,Automatic,FWD,metallic,black,5,4,gasoline,23495,13.7,9.4,3.6,6.0,V-Engine
2018,Dodge,Charger,148150.0,Sedan,Automatic,RWD,black,black,5,4,gasoline,24900,12.4,7.8,2.4,6.0,V-Engine
2020,Dodge,Grand,121770.0,Van,Automatic,4X4,black,black,5,4,gasoline,26999,13.7,9.4,2.4,6.0,V-Engine
2019,Dodge,Charger,118300.0,Sedan,Automatic,RWD,black,black,5,4,gasoline,28888,12.4,7.8,3.6,4.0,Other
2019,Dodge,Grand,61818.0,Van,Automatic,FWD,black,black,5,2,gasoline,29590,13.7,9.4,3.6,6.0,Inline
2020,Dodge,Grand,67060.0,Van,Automatic,FWD,white,black,5,4,gasoline,29998,10.8,8.7,3.6,6.0,V-Engine
2017,Dodge,Challenger,148300.0,Coupe,Automatic,4X4,gray,black,5,2,gasoline,30388,12.8,8.7,3.6,4.0,Other
2020,Dodge,Grand,79361.0,Van,Automatic,FWD,silver,black,7,4,gasoline,30950,13.7,9.4,3.6,6.0,V-Engine
2019,Dodge,Grand,101330.0,Van,Automatic,FWD,metallic,black,6,4,gasoline,26985,13.7,9.4,3.6,4.0,Other
2020,Dodge,Grand,79954.0,Van,Automatic,FWD,metallic,black,7,4,gasoline,30994,13.7,9.4,3.6,6.0,V-Engine
2020,Dodge,Grand,18500.0,Van,Automatic,FWD,black,black,5,4,gasoline,32995,13.7,9.4,2.4,6.0,V-Engine
2019,Dodge,Challenger,103587.0,Coupe,Automatic,4X4,gray,black,5,4,gasoline,33999,12.8,8.7,2.4,6.0,V-Engine
2018,Dodge,Challenger,98122.0,Coupe,Automatic,4X4,other,black,5,2,gasoline,36088,12.8,8.7,2.4,6.0,V-Engine
2020,Dodge,Durango,88123.0,SUV,Automatic,4X4,white,black,7,4,gasoline,37395,12.7,9.6,2.4,6.0,V-Engine
2019,Dodge,Durango,75581.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,38965,12.7,9.6,3.6,6.0,V-Engine
2020,Dodge,Durango,91855.0,SUV,Automatic,4X4,gray,black,6,4,gasoline,38985,12.7,9.6,2.4,6.0,V-Engine
2019,Dodge,Durango,104581.0,SUV,Automatic,4X4,black,black,5,4,gasoline,39999,16.7,10.9,2.4,8.0,Inline
2021,Dodge,Durango,89540.0,SUV,Automatic,4X4,white,black,6,4,gasoline,40994,12.7,9.6,3.6,6.0,V-Engine
2017,Dodge,Grand,165782.0,Van,Automatic,FWD,metallic,black,7,4,gasoline,18999,13.7,9.4,2.4,6.0,V-Engine
2021,Dodge,Durango,81495.0,SUV,Automatic,4X4,black,black,5,4,gasoline,40995,12.7,9.6,3.6,6.0,V-Engine
2020,Dodge,Durango,42719.0,SUV,Automatic,4X4,red,black,5,4,gasoline,42999,12.7,9.6,2.4,6.0,V-Engine
2017,Dodge,Challenger,40119.0,Coupe,Automatic,RWD,other,black,5,2,gasoline,44800,14.7,9.4,2.4,8.0,Inline
2021,Dodge,Challenger,5428.0,Coupe,Automatic,4X4,gray,black,5,4,gasoline,44999,12.8,8.7,2.4,6.0,V-Engine
2018,Dodge,Durango,57322.0,SUV,Automatic,4X4,black,black,5,4,gasoline,47240,16.7,10.9,5.7,8.0,Inline
2022,Dodge,Charger,14457.0,Sedan,Automatic,4X4,metallic,black,5,4,gasoline,49995,12.8,8.7,3.6,6.0,V-Engine
2021,Dodge,Durango,14074.0,SUV,Automatic,4X4,metallic,red,6,4,gasoline,53998,12.7,9.6,3.6,6.0,V-Engine
2022,Dodge,Durango,4500.0,SUV,Automatic,4X4,black,black,5,4,gasoline,54699,12.7,9.6,3.6,6.0,V-Engine
2022,Dodge,Durango,1780.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,59999,16.7,10.9,2.4,8.0,V-Engine
2022,Dodge,Durango,4690.0,SUV,Automatic,4X4,black,black,5,4,gasoline,82999,18.3,12.2,2.4,8.0,Inline
2022,Dodge,Durango,7001.0,SUV,Automatic,4X4,black,black,6,4,gasoline,61995,16.7,10.9,5.7,8.0,V-Engine
2019,Dodge,Challenger,15383.0,Coupe,Manual,4X4,blue,black,5,4,gasoline,68888,16.7,10.4,6.4,8.0,V-Engine
2022,Dodge,Challenger,774.0,Coupe,Automatic,RWD,red,black,2,2,gasoline,104395,17.85,11.05,6.2,8.0,Inline
2019,Dodge,Challenger,10723.0,Coupe,Automatic,RWD,white,black,5,2,gasoline,114800,17.6,10.7,2.4,8.0,Inline
2019,Dodge,Challenger,9291.0,Coupe,Automatic,RWD,black,black,2,2,gasoline,115800,17.6,10.7,2.4,8.0,Inline
2019,Dodge,Challenger,7500.0,Coupe,Automatic,RWD,green,black,2,2,gasoline,115800,17.6,10.7,2.4,8.0,Inline
2021,Dodge,Challenger,1513.0,Coupe,Automatic,RWD,blue,black,5,2,gasoline,129800,18.6,11.3,2.4,8.0,Inline
2009,Dodge,Journey,149838.0,SUV,Automatic,FWD,black,black,5,4,gasoline,5888,13.5,8.6,2.4,6.0,V-Engine
2010,Dodge,Journey,199721.0,SUV,Automatic,4X4,red,gray,5,4,gasoline,6500,13.6,8.7,2.4,6.0,V-Engine
2018,Dodge,Charger,59213.0,Sedan,Automatic,4X4,red,black,5,4,gasoline,56699,12.8,8.7,3.6,6.0,V-Engine
2013,Dodge,Dart,161000.0,Sedan,Manual,FWD,gray,gray,5,4,gasoline,6990,7.4,5.35,1.4,4.0,Other
2014,Dodge,Journey,175000.0,SUV,Automatic,FWD,white,black,5,4,gasoline,7990,11.2,7.7,2.4,4.0,Other
2015,Dodge,Grand,200000.0,Van,Automatic,FWD,black,black,5,4,gasoline,9995,10.8,8.7,2.4,6.0,V-Engine
2015,Dodge,Journey,140438.0,SUV,Automatic,FWD,white,gray,7,4,gasoline,12488,12.7,9.1,2.4,4.0,Inline
2016,Dodge,Grand,108075.0,Van,Automatic,FWD,white,gray,7,4,gasoline,15880,13.7,9.4,2.4,6.0,V-Engine
2016,Dodge,Journey,117574.0,SUV,Automatic,FWD,red,black,5,2,gasoline,16499,13.45,9.25,3.6,6.0,V-Engine
2017,Dodge,Grand,140639.0,Van,Automatic,FWD,black,black,5,4,gasoline,17888,13.7,9.4,3.6,6.0,V-Engine
2018,Dodge,Grand,125321.0,Van,Automatic,FWD,black,black,7,4,gasoline,17900,13.7,9.4,3.6,4.0,Other
2016,Dodge,Journey,137150.0,SUV,Automatic,FWD,metallic,black,5,4,gasoline,18888,10.8,8.7,3.6,4.0,Other
2015,Dodge,Grand,113000.0,Van,Automatic,FWD,metallic,black,7,4,gasoline,15495,13.7,9.4,2.4,6.0,V-Engine
